date,scheme,block,chainage_m,elevation_m,pipe_diameter_mm,pipe_material,pipe_length_m,flow_lps,expected_pressure_m,measured_pressure_m,number_of_offtakes,irrigation_duration_hr,pressure_difference_m,estimated_head_loss_m,hydraulic_status
2025-08-24,Kibugu-Nguviu,G,3660.3,1235.7,63,PVC,360.3,1.69,40.11,43.83,1,7.42,3.72,0.0,Normal
2025-08-24,Kibugu-Nguviu,G,1782.1,1301.2,63,HDPE,226.4,5.32,35.77,29.32,5,6.32,-6.45,6.45,Normal
2025-08-24,Embu Green,A,700.4,1302.0,90,HDPE,68.9,4.01,34.44,27.83,9,1.4,-6.61,6.61,Normal
2025-08-24,Kibugu-Nguviu,D,385.4,1091.5,90,PVC,619.1,7.51,39.09,35.99,6,6.03,-3.1,3.1,Normal
2025-08-24,Embu Green,G,3414.3,1263.5,32,PVC,481.5,2.7,36.24,37.17,2,7.28,0.93,0.0,Normal
2025-08-24,Mwea Smallholder,F,4657.8,1223.1,75,HDPE,691.5,1.66,34.95,31.11,6,7.46,-3.84,3.84,Normal
2025-08-24,Mwea Smallholder,F,2413.7,1023.0,25,GI,346.0,2.49,48.56,53.66,5,1.79,5.1,0.0,High Pressure
2025-08-24,Mwea Smallholder,D,1420.4,1326.4,90,PVC,521.4,8.83,29.18,27.26,2,3.14,-1.92,1.92,Normal
2025-08-24,Kibugu-Nguviu,A,4792.5,1341.1,75,HDPE,288.7,4.79,35.28,30.33,7,4.28,-4.95,4.95,Normal
2025-08-25,Mwea Smallholder,G,883.1,1081.5,40,PVC,742.6,7.86,44.87,42.87,11,7.04,-2.0,2.0,Normal
2025-08-25,Embu Green,G,265.8,1286.8,50,PVC,472.6,4.83,32.86,27.18,5,7.62,-5.68,5.68,Normal
2025-08-25,Kibugu-Nguviu,F,3226.1,1175.5,40,PVC,207.3,2.19,40.43,37.63,5,4.7,-2.8,2.8,Normal
2025-08-25,Mwea Smallholder,A,3008.8,1064.1,25,GI,492.9,3.6,43.47,49.88,7,5.12,6.41,0.0,Normal
2025-08-25,Mwea Smallholder,G,2665.6,1019.1,75,PVC,676.5,5.97,44.2,47.72,3,6.54,3.52,0.0,Normal
2025-08-25,Kibugu-Nguviu,G,847.1,1347.7,50,PVC,681.7,7.54,29.01,27.37,3,2.7,-1.64,1.64,Normal
2025-08-25,Kibugu-Nguviu,A,3563.5,1134.3,50,HDPE,449.7,5.19,42.64,35.41,11,6.89,-7.23,7.23,Normal
2025-08-25,Embu Green,A,1155.6,1071.4,75,PVC,281.9,8.25,50.16,50.49,1,6.36,0.33,0.0,High Pressure
2025-08-25,Embu Green,E,2401.8,1197.2,40,HDPE,633.0,5.96,33.94,23.59,7,4.55,-10.35,10.35,Normal
2025-08-25,Mwea Smallholder,A,1092.4,1035.0,40,HDPE,626.8,5.14,41.3,35.95,6,2.71,-5.35,5.35,Normal
2025-08-25,Kibugu-Nguviu,B,4474.8,1041.3,40,HDPE,529.2,5.93,46.1,40.83,9,5.36,-5.27,5.27,Normal
2025-08-26,Runyenjes East,B,3157.2,1165.2,40,PVC,300.8,5.28,37.64,36.6,11,0.58,-1.04,1.04,Normal
2025-08-26,Mwea Smallholder,B,107.4,1007.3,63,HDPE,487.4,5.69,45.19,42.29,4,3.87,-2.9,2.9,Normal
2025-08-26,Embu Green,H,122.5,1072.7,32,PVC,789.0,2.72,31.34,23.29,7,4.62,-8.05,8.05,Normal
2025-08-26,Embu Green,E,4620.2,1210.3,90,PVC,778.6,4.67,35.58,33.74,2,5.95,-1.84,1.84,Normal
2025-08-26,Embu Green,F,289.3,1123.2,50,PVC,227.9,4.12,45.13,42.39,9,1.57,-2.74,2.74,Normal
2025-08-26,Runyenjes East,D,4072.5,1130.8,75,PVC,678.8,6.97,39.83,40.23,9,3.94,0.4,0.0,Normal
2025-08-26,Kibugu-Nguviu,D,2891.3,1313.9,63,HDPE,601.1,5.22,27.73,26.57,8,4.47,-1.16,1.16,Normal
2025-08-27,Mwea Smallholder,A,4294.9,1051.0,50,PVC,430.0,1.73,44.86,35.91,4,3.45,-8.95,8.95,Normal
2025-08-27,Runyenjes East,F,2385.2,1123.7,50,GI,470.9,3.57,37.38,45.99,11,3.78,8.61,0.0,Normal
2025-08-27,Runyenjes East,A,2585.7,1189.4,40,GI,31.6,4.21,47.2,46.16,11,2.65,-1.04,1.04,Normal
2025-08-27,Runyenjes East,F,2695.7,1077.5,32,PVC,501.0,4.37,42.74,40.17,5,6.52,-2.57,2.57,Normal
2025-08-27,Kibugu-Nguviu,H,4401.8,1139.6,50,PVC,624.8,2.23,39.65,45.22,7,3.25,5.57,0.0,Normal
2025-08-27,Mwea Smallholder,D,3254.5,1322.2,75,PVC,726.7,4.72,27.62,28.24,5,6.64,0.62,0.0,Normal
2025-08-28,Kibugu-Nguviu,F,1316.8,1169.0,75,PVC,586.5,5.94,39.41,34.74,10,5.04,-4.67,4.67,Normal
2025-08-28,Embu Green,C,3118.7,1003.0,75,PVC,134.9,4.83,51.65,40.97,7,0.87,-10.68,10.68,Normal
2025-08-28,Embu Green,G,3599.1,982.9,32,PVC,679.5,7.67,46.14,43.64,8,7.83,-2.5,2.5,Normal
2025-08-28,Embu Green,F,1566.6,1088.2,90,HDPE,84.5,4.22,52.06,48.39,5,7.43,-3.67,3.67,Normal
2025-08-28,Runyenjes East,F,3507.7,1006.8,75,PVC,255.4,6.49,45.78,38.11,5,2.81,-7.67,7.67,Normal
2025-08-29,Mwea Smallholder,A,4624.1,1130.2,32,PVC,242.6,3.97,44.24,49.7,11,0.98,5.46,0.0,Normal
2025-08-29,Embu Green,H,2127.2,1099.2,75,PVC,751.1,8.38,41.95,38.07,4,2.94,-3.88,3.88,Normal
2025-08-29,Mwea Smallholder,F,2219.7,1235.1,32,PVC,152.9,3.25,38.91,38.69,4,3.38,-0.22,0.22,Normal
2025-08-29,Mwea Smallholder,F,3631.3,1271.8,32,PVC,443.9,4.19,40.61,35.78,11,2.79,-4.83,4.83,Normal
2025-08-29,Mwea Smallholder,H,2487.9,1070.2,90,PVC,448.0,4.26,42.27,43.9,10,1.0,1.63,0.0,Normal
2025-08-29,Runyenjes East,F,2024.8,1007.5,40,HDPE,421.9,5.92,51.13,49.61,5,5.62,-1.52,1.52,Normal
2025-08-29,Embu Green,A,1550.7,1213.9,25,PVC,623.4,4.16,34.63,30.64,3,5.82,-3.99,3.99,Normal
2025-08-29,Kibugu-Nguviu,D,889.2,959.2,40,GI,146.0,5.59,52.15,50.98,3,1.91,-1.17,1.17,High Pressure
2025-08-30,Embu Green,G,4671.0,1248.0,63,PVC,450.8,1.83,39.27,39.29,5,3.51,0.02,0.0,Normal
2025-08-30,Runyenjes East,B,811.8,964.4,50,HDPE,590.8,2.31,46.61,42.08,7,7.52,-4.53,4.53,Normal
2025-08-30,Embu Green,H,1684.4,1347.7,25,PVC,197.8,4.98,34.72,37.17,4,1.67,2.45,0.0,Normal
2025-08-30,Embu Green,C,33.7,1298.9,63,PVC,327.7,4.34,36.4,39.34,5,7.9,2.94,0.0,Normal
2025-08-30,Mwea Smallholder,G,2702.1,1111.1,90,PVC,559.5,0.92,42.12,34.76,9,7.06,-7.36,7.36,Normal
2025-08-30,Kibugu-Nguviu,A,4871.0,1070.9,63,HDPE,407.2,2.9,44.04,45.52,8,6.53,1.48,0.0,Normal
2025-08-30,Embu Green,A,3126.3,1227.1,63,PVC,426.8,4.98,33.59,32.49,4,0.79,-1.1,1.1,Normal
2025-08-30,Runyenjes East,A,2124.5,1265.0,90,HDPE,759.3,4.87,29.28,27.07,10,7.38,-2.21,2.21,Normal
2025-08-30,Kibugu-Nguviu,E,4584.9,969.9,50,PVC,586.0,8.08,47.46,49.64,10,0.7,2.18,0.0,Normal
2025-08-30,Runyenjes East,F,4113.5,1017.0,63,PVC,73.3,2.32,56.2,59.3,1,2.23,3.1,0.0,High Pressure
2025-08-31,Mwea Smallholder,B,3842.6,968.6,25,PVC,438.5,4.14,47.66,48.17,4,1.86,0.51,0.0,Normal
2025-08-31,Embu Green,B,3961.2,1069.9,63,PVC,308.6,4.69,49.54,40.17,5,2.24,-9.37,9.37,Normal
2025-08-31,Runyenjes East,H,1192.2,1040.5,40,HDPE,697.6,4.11,41.05,40.52,7,7.99,-0.53,0.53,Normal
2025-08-31,Kibugu-Nguviu,D,4857.6,1155.6,32,PVC,639.5,6.79,41.31,40.11,11,6.5,-1.2,1.2,Normal
2025-08-31,Runyenjes East,A,1692.8,1292.2,63,PVC,410.9,7.6,37.62,35.42,11,7.18,-2.2,2.2,Normal
2025-08-31,Kibugu-Nguviu,A,2286.6,1079.4,63,PVC,189.2,5.18,49.19,49.76,9,3.43,0.57,0.0,Normal
2025-09-01,Kibugu-Nguviu,B,4880.2,1008.3,50,GI,112.6,3.44,52.96,47.19,10,6.19,-5.77,5.77,Normal
2025-09-01,Runyenjes East,B,204.9,1087.8,63,PVC,191.5,2.38,47.55,47.4,3,2.93,-0.15,0.15,Normal
2025-09-01,Kibugu-Nguviu,C,496.8,1201.5,50,GI,242.7,2.38,39.99,31.34,4,2.19,-8.65,8.65,Normal
2025-09-01,Mwea Smallholder,A,1532.9,1072.1,25,HDPE,453.1,3.74,40.12,41.14,3,2.93,1.02,0.0,Normal
2025-09-01,Runyenjes East,C,2187.4,1001.8,40,HDPE,530.2,7.92,47.22,45.85,10,6.48,-1.37,1.37,Normal
2025-09-01,Mwea Smallholder,G,1039.9,1341.4,75,PVC,397.2,4.92,30.69,33.86,3,5.37,3.17,0.0,Normal
2025-09-01,Runyenjes East,E,3314.4,982.5,40,PVC,649.4,5.13,50.46,54.01,11,4.93,3.55,0.0,High Pressure
2025-09-01,Runyenjes East,A,3021.2,994.2,75,PVC,94.3,1.73,52.38,43.27,7,0.8,-9.11,9.11,Normal
2025-09-01,Runyenjes East,D,2034.3,1065.8,40,GI,197.0,6.14,47.16,35.93,7,6.0,-11.23,11.23,Normal
2025-09-02,Kibugu-Nguviu,G,391.3,1261.7,40,HDPE,277.7,5.86,37.46,36.92,4,6.61,-0.54,0.54,Normal
2025-09-02,Kibugu-Nguviu,B,3490.1,998.1,40,HDPE,776.7,4.64,48.27,48.23,5,3.11,-0.04,0.04,Normal
2025-09-02,Kibugu-Nguviu,H,3585.6,1063.1,50,PVC,616.1,1.74,46.11,43.4,2,6.06,-2.71,2.71,Normal
2025-09-02,Mwea Smallholder,G,113.1,1179.9,75,PVC,320.0,3.99,37.16,41.25,9,3.72,4.09,0.0,Normal
2025-09-02,Kibugu-Nguviu,H,595.0,1158.0,40,PVC,752.8,8.02,33.29,29.57,6,3.12,-3.72,3.72,Normal
2025-09-02,Runyenjes East,D,441.9,956.7,75,HDPE,72.9,2.54,51.81,43.43,10,2.81,-8.38,8.38,Normal
2025-09-02,Mwea Smallholder,H,2726.2,1148.4,50,PVC,238.1,4.12,41.77,44.17,5,7.75,2.4,0.0,Normal
2025-09-02,Mwea Smallholder,H,2434.9,1019.6,63,PVC,404.1,2.15,40.4,38.44,1,3.87,-1.96,1.96,Normal
2025-09-03,Mwea Smallholder,G,2355.0,1343.1,50,GI,684.3,3.49,27.76,35.86,6,1.58,8.1,0.0,Normal
2025-09-03,Runyenjes East,A,2514.9,955.3,75,PVC,325.9,1.97,53.5,40.37,4,3.36,-13.13,13.13,Normal
2025-09-03,Mwea Smallholder,C,1050.3,1156.0,63,PVC,644.4,4.69,38.2,38.65,9,0.56,0.45,0.0,Normal
2025-09-03,Mwea Smallholder,H,4673.7,1192.4,40,HDPE,617.8,3.18,33.03,31.47,7,2.9,-1.56,1.56,Normal
2025-09-03,Mwea Smallholder,E,2788.9,1251.5,50,PVC,691.0,6.14,36.93,41.2,4,4.02,4.27,0.0,Normal
2025-09-04,Kibugu-Nguviu,A,3890.9,1310.0,40,HDPE,683.6,6.76,30.58,33.48,7,5.27,2.9,0.0,Normal
2025-09-04,Mwea Smallholder,H,1220.4,1003.6,32,PVC,490.8,5.23,43.95,46.39,3,3.47,2.44,0.0,Normal
2025-09-04,Runyenjes East,F,1109.9,1300.8,32,PVC,425.3,9.25,36.66,32.28,6,1.13,-4.38,4.38,Normal
2025-09-04,Embu Green,F,3190.7,1015.8,75,PVC,603.4,7.88,40.07,47.42,1,4.43,7.35,0.0,Normal
2025-09-04,Embu Green,E,1337.2,1062.5,50,PVC,592.9,9.3,44.1,46.65,11,5.56,2.55,0.0,Normal
2025-09-04,Runyenjes East,D,1316.3,1209.6,32,PVC,35.7,2.43,46.94,53.26,8,4.06,6.32,0.0,High Pressure
2025-09-04,Runyenjes East,B,4951.0,1126.0,63,PVC,183.6,4.06,41.29,34.24,4,8.0,-7.05,7.05,Normal
2025-09-04,Mwea Smallholder,E,3926.2,1067.5,75,HDPE,240.4,4.0,46.23,46.3,5,5.45,0.07,0.0,Normal
2025-09-04,Mwea Smallholder,A,3486.0,1062.4,50,HDPE,158.6,2.9,48.57,43.01,8,5.95,-5.56,5.56,Normal
2025-09-05,Embu Green,C,387.6,1232.5,32,HDPE,608.9,7.76,37.13,31.7,2,2.52,-5.43,5.43,Normal
2025-09-05,Runyenjes East,C,728.5,1139.0,50,PVC,418.7,5.52,44.47,41.13,11,3.87,-3.34,3.34,Normal
2025-09-05,Runyenjes East,B,1972.6,1181.9,63,PVC,215.6,4.61,43.78,37.85,7,1.52,-5.93,5.93,Normal
2025-09-05,Mwea Smallholder,G,2042.3,1137.0,75,PVC,599.0,4.68,40.42,35.84,8,5.4,-4.58,4.58,Normal
2025-09-05,Kibugu-Nguviu,C,2178.9,1130.4,50,PVC,629.4,9.45,44.43,36.37,7,1.5,-8.06,8.06,Normal
2025-09-05,Embu Green,B,2188.8,969.1,50,PVC,157.9,2.13,55.3,56.03,8,7.35,0.73,0.0,High Pressure
2025-09-05,Runyenjes East,E,378.6,1196.1,50,PVC,772.5,8.58,41.35,42.61,9,4.21,1.26,0.0,Normal
2025-09-05,Kibugu-Nguviu,C,3578.7,1285.6,32,PVC,58.8,3.19,39.29,28.97,11,4.85,-10.32,10.32,Normal
2025-09-06,Mwea Smallholder,E,1309.5,1140.7,50,HDPE,80.4,2.57,45.76,44.21,4,6.48,-1.55,1.55,Normal
2025-09-06,Kibugu-Nguviu,G,3193.9,970.2,32,PVC,255.7,5.82,53.68,56.57,1,7.29,2.89,0.0,High Pressure
2025-09-06,Mwea Smallholder,C,292.4,1199.2,50,PVC,750.8,1.07,37.91,29.48,7,6.49,-8.43,8.43,Normal
2025-09-06,Runyenjes East,A,125.8,1015.5,50,HDPE,612.2,3.32,45.07,43.21,5,1.29,-1.86,1.86,Normal
2025-09-06,Kibugu-Nguviu,A,4683.2,1019.8,75,PVC,712.4,5.56,37.52,43.26,3,6.63,5.74,0.0,Normal
2025-09-06,Embu Green,H,1979.4,989.4,25,PVC,400.2,4.9,49.44,47.77,2,4.05,-1.67,1.67,Normal
2025-09-06,Kibugu-Nguviu,H,666.7,1137.0,25,GI,609.0,6.93,41.58,43.45,11,1.18,1.87,0.0,Normal
2025-09-06,Kibugu-Nguviu,F,409.8,1015.1,75,PVC,500.9,4.56,40.49,32.76,11,0.87,-7.73,7.73,Normal
2025-09-06,Runyenjes East,B,1170.8,1235.9,63,PVC,449.4,6.55,38.01,36.46,10,2.27,-1.55,1.55,Normal
2025-09-07,Kibugu-Nguviu,H,4093.9,1182.9,40,PVC,100.0,4.75,46.21,52.24,5,7.15,6.03,0.0,High Pressure
2025-09-07,Embu Green,E,3607.5,1342.2,75,HDPE,658.7,4.68,27.88,35.72,1,5.37,7.84,0.0,Normal
2025-09-08,Kibugu-Nguviu,D,3806.0,1259.4,90,PVC,356.7,5.46,44.56,50.9,11,3.77,6.34,0.0,High Pressure
2025-09-08,Runyenjes East,F,779.8,1115.9,90,GI,152.4,8.15,47.48,44.25,4,7.34,-3.23,3.23,Normal
2025-09-08,Kibugu-Nguviu,F,4241.3,1164.0,90,GI,356.8,5.12,41.97,40.65,5,1.08,-1.32,1.32,Normal
2025-09-08,Kibugu-Nguviu,H,2050.4,1166.0,75,HDPE,354.7,5.65,40.43,43.3,5,5.86,2.87,0.0,Normal
2025-09-08,Runyenjes East,F,4678.7,1233.4,32,PVC,517.7,2.96,37.9,34.28,11,1.29,-3.62,3.62,Normal
2025-09-08,Kibugu-Nguviu,E,3353.7,1312.8,75,PVC,258.3,7.31,32.58,35.97,8,3.76,3.39,0.0,Normal
2025-09-09,Embu Green,E,3233.0,969.6,40,PVC,137.3,3.39,56.48,56.09,7,6.22,-0.39,0.39,High Pressure
2025-09-09,Mwea Smallholder,B,1467.8,1038.7,75,HDPE,564.0,7.48,45.05,51.92,7,5.37,6.87,0.0,High Pressure
2025-09-09,Mwea Smallholder,B,3455.1,1326.2,75,PVC,286.7,7.25,31.93,33.49,11,3.23,1.56,0.0,Normal
2025-09-10,Embu Green,E,362.6,1319.6,63,HDPE,588.1,8.19,33.63,23.58,1,5.6,-10.05,10.05,Normal
2025-09-10,Kibugu-Nguviu,B,1432.0,1063.4,50,GI,587.7,0.5,39.11,39.96,5,7.5,0.85,0.0,Normal
2025-09-10,Mwea Smallholder,H,2743.1,1335.6,50,GI,221.8,5.31,35.66,29.56,9,5.2,-6.1,6.1,Normal
2025-09-10,Mwea Smallholder,A,3371.3,1134.7,75,PVC,334.2,1.11,41.51,38.5,10,6.7,-3.01,3.01,Normal
2025-09-11,Embu Green,E,612.4,1085.3,25,PVC,395.0,6.45,45.49,50.7,9,2.54,5.21,0.0,High Pressure
2025-09-11,Embu Green,D,1822.7,1070.9,50,PVC,754.2,6.34,38.95,28.21,3,3.7,-10.74,10.74,Normal
2025-09-11,Mwea Smallholder,H,4582.5,1229.5,50,PVC,647.7,1.54,37.05,43.68,3,5.2,6.63,0.0,Normal
2025-09-11,Kibugu-Nguviu,C,4080.7,1028.9,63,PVC,705.8,7.0,43.71,43.43,7,6.07,-0.28,0.28,Normal
2025-09-11,Runyenjes East,F,332.7,1212.4,25,PVC,428.6,5.25,38.4,35.64,8,3.75,-2.76,2.76,Normal
2025-09-11,Mwea Smallholder,E,675.2,1246.2,25,HDPE,399.0,4.39,35.42,42.41,10,4.21,6.99,0.0,Normal
2025-09-11,Runyenjes East,B,2932.4,1097.6,40,PVC,393.6,5.06,45.18,48.93,8,6.94,3.75,0.0,Normal
2025-09-11,Kibugu-Nguviu,D,1643.6,1329.7,50,HDPE,55.0,7.92,37.62,27.17,5,3.0,-10.45,10.45,Normal
2025-09-11,Kibugu-Nguviu,E,1321.9,997.2,40,HDPE,656.2,4.29,42.05,46.35,8,3.83,4.3,0.0,Normal
2025-09-12,Embu Green,C,1129.9,1091.0,32,PVC,632.8,5.95,37.02,32.73,8,7.01,-4.29,4.29,Normal
2025-09-12,Embu Green,C,1470.8,983.6,90,PVC,384.2,4.33,48.48,46.93,6,1.14,-1.55,1.55,Normal
2025-09-12,Embu Green,F,2085.3,1247.3,25,HDPE,674.2,4.4,28.03,31.13,11,2.12,3.1,0.0,Normal
2025-09-12,Mwea Smallholder,H,126.5,1127.5,25,PVC,630.8,4.96,39.85,34.53,4,6.02,-5.32,5.32,Normal
2025-09-12,Kibugu-Nguviu,E,398.7,1303.0,32,GI,743.9,5.48,35.14,28.91,2,4.09,-6.23,6.23,Normal
2025-09-12,Kibugu-Nguviu,D,1771.2,1243.2,32,HDPE,300.3,4.79,41.72,40.72,8,7.24,-1.0,1.0,Normal
2025-09-12,Embu Green,G,3934.6,1142.4,90,HDPE,439.0,7.31,42.44,43.86,7,2.62,1.42,0.0,Normal
2025-09-13,Kibugu-Nguviu,H,2818.6,1329.8,32,PVC,429.8,5.69,39.21,47.18,10,1.28,7.97,0.0,Normal
2025-09-13,Kibugu-Nguviu,B,1778.3,1015.6,40,PVC,264.1,6.74,47.75,42.44,9,3.78,-5.31,5.31,Normal
2025-09-13,Mwea Smallholder,A,1774.4,965.0,90,GI,270.1,4.96,47.99,48.15,11,6.65,0.16,0.0,Normal
2025-09-13,Embu Green,B,673.1,1036.4,63,PVC,518.2,3.15,49.77,58.22,5,3.68,8.45,0.0,High Pressure
2025-09-13,Runyenjes East,G,798.5,1077.3,75,PVC,291.0,4.33,47.77,49.27,2,7.89,1.5,0.0,Normal
2025-09-13,Embu Green,A,661.7,1189.9,25,GI,563.9,2.59,39.06,41.17,3,7.41,2.11,0.0,Normal
2025-09-13,Embu Green,H,1461.9,1238.9,75,PVC,42.4,6.11,44.34,47.47,9,6.68,3.13,0.0,Normal
2025-09-13,Runyenjes East,E,1596.7,1215.6,32,PVC,761.5,4.57,28.8,27.11,3,6.04,-1.69,1.69,Normal
2025-09-14,Embu Green,B,4188.3,1128.7,63,PVC,746.1,7.16,34.23,32.98,4,5.37,-1.25,1.25,Normal
2025-09-14,Runyenjes East,A,1641.9,1342.0,32,HDPE,555.9,2.01,28.18,37.0,8,4.68,8.82,0.0,Normal
2025-09-14,Runyenjes East,A,4732.4,1207.1,50,HDPE,423.1,7.05,39.68,42.39,9,1.7,2.71,0.0,Normal
2025-09-14,Kibugu-Nguviu,C,1557.6,1188.7,40,PVC,770.2,6.7,36.95,40.71,11,4.36,3.76,0.0,Normal
2025-09-14,Runyenjes East,C,1693.4,988.0,90,PVC,445.2,3.96,47.65,47.82,4,5.79,0.17,0.0,Normal
2025-09-14,Runyenjes East,H,1808.4,1346.3,75,HDPE,293.3,5.98,35.05,31.31,6,4.84,-3.74,3.74,Normal
2025-09-14,Embu Green,D,89.3,1334.0,63,PVC,118.1,0.92,36.15,32.62,10,4.86,-3.53,3.53,Normal
2025-09-14,Runyenjes East,H,1539.1,979.3,63,HDPE,319.6,6.25,48.59,46.04,7,5.98,-2.55,2.55,Normal
2025-09-14,Mwea Smallholder,E,4385.0,1170.4,40,HDPE,240.1,6.62,39.76,49.78,10,0.6,10.02,0.0,Normal
2025-09-14,Kibugu-Nguviu,F,522.3,1282.7,50,PVC,480.0,5.09,36.1,40.62,7,6.03,4.52,0.0,Normal
2025-09-15,Embu Green,E,2868.9,982.0,25,PVC,480.5,2.26,49.39,51.04,2,0.81,1.65,0.0,High Pressure
2025-09-15,Embu Green,E,1030.7,1205.9,63,HDPE,288.0,7.37,45.75,50.41,3,6.24,4.66,0.0,High Pressure
2025-09-15,Mwea Smallholder,A,3040.7,1287.4,32,PVC,64.4,6.75,37.28,35.58,6,2.19,-1.7,1.7,Normal
2025-09-15,Embu Green,H,1598.2,980.8,90,HDPE,112.0,7.35,53.27,46.15,3,6.96,-7.12,7.12,Normal
2025-09-15,Kibugu-Nguviu,A,3914.8,1133.0,90,PVC,212.1,2.31,43.43,45.62,2,6.4,2.19,0.0,Normal
2025-09-15,Kibugu-Nguviu,G,4792.1,1000.3,40,PVC,59.5,7.23,52.87,50.8,11,6.25,-2.07,2.07,High Pressure
2025-09-15,Embu Green,C,2959.2,1258.1,90,PVC,319.2,0.6,34.47,30.43,3,7.24,-4.04,4.04,Normal
2025-09-15,Mwea Smallholder,H,4763.8,1197.7,32,HDPE,618.8,3.15,34.38,28.06,7,4.6,-6.32,6.32,Normal
2025-09-16,Embu Green,B,1020.0,1114.6,25,GI,297.9,5.21,46.87,47.83,9,3.89,0.96,0.0,Normal
2025-09-16,Embu Green,H,4917.8,1170.9,32,PVC,744.4,4.21,31.67,30.67,5,4.47,-1.0,1.0,Normal
2025-09-16,Runyenjes East,B,867.3,1047.2,63,PVC,767.4,2.93,43.04,47.05,10,0.86,4.01,0.0,Normal
2025-09-16,Embu Green,D,2422.5,1293.3,90,PVC,633.5,2.57,31.65,29.66,9,6.36,-1.99,1.99,Normal
2025-09-16,Runyenjes East,B,3040.0,1264.5,63,PVC,603.9,6.06,35.82,37.97,6,6.28,2.15,0.0,Normal
2025-09-16,Embu Green,G,1234.5,1156.0,32,PVC,132.2,5.8,40.09,40.08,4,5.45,-0.01,0.01,Normal
2025-09-17,Mwea Smallholder,B,3285.1,1234.9,75,PVC,751.1,3.47,31.45,32.83,4,3.3,1.38,0.0,Normal
2025-09-17,Embu Green,B,2287.2,1079.4,40,PVC,423.6,2.51,42.56,45.54,2,1.55,2.98,0.0,Normal
2025-09-17,Runyenjes East,C,1416.2,1201.9,50,PVC,800.0,6.67,32.48,33.58,7,3.14,1.1,0.0,Normal
2025-09-17,Kibugu-Nguviu,A,1393.4,1263.8,50,HDPE,478.5,1.74,33.12,30.98,4,7.48,-2.14,2.14,Normal
2025-09-17,Embu Green,F,4060.6,1060.7,90,HDPE,133.6,7.96,47.17,41.44,4,5.23,-5.73,5.73,Normal
2025-09-17,Runyenjes East,C,1282.7,1178.4,40,PVC,715.9,1.99,39.83,37.28,8,4.91,-2.55,2.55,Normal
2025-09-17,Mwea Smallholder,F,3603.1,1281.8,75,PVC,684.8,7.82,29.47,24.38,8,6.81,-5.09,5.09,Normal
2025-09-17,Kibugu-Nguviu,D,1921.7,1137.6,63,PVC,375.1,6.29,35.35,39.55,4,0.74,4.2,0.0,Normal
2025-09-18,Mwea Smallholder,H,2153.4,1317.6,40,PVC,129.2,7.6,36.19,38.41,11,6.51,2.22,0.0,Normal
2025-09-18,Kibugu-Nguviu,E,1297.0,1043.2,63,PVC,308.6,6.96,48.95,40.62,11,6.9,-8.33,8.33,Normal
2025-09-18,Runyenjes East,B,4217.9,966.7,50,HDPE,63.3,3.08,54.75,53.76,5,6.4,-0.99,0.99,High Pressure
2025-09-18,Runyenjes East,C,2607.8,1249.5,63,PVC,451.0,6.24,33.64,34.49,9,7.28,0.85,0.0,Normal
2025-09-18,Embu Green,E,385.2,1198.6,75,HDPE,477.3,3.94,37.3,37.01,9,6.32,-0.29,0.29,Normal
2025-09-19,Kibugu-Nguviu,F,2645.6,1303.0,50,PVC,361.8,6.37,34.42,35.48,10,6.94,1.06,0.0,Normal
2025-09-19,Kibugu-Nguviu,H,4761.2,1199.1,63,HDPE,81.8,1.75,42.59,37.49,4,7.23,-5.1,5.1,Normal
2025-09-19,Runyenjes East,F,4153.1,967.0,90,PVC,623.5,3.53,48.48,50.26,10,6.12,1.78,0.0,High Pressure
2025-09-19,Mwea Smallholder,C,839.6,1317.2,40,HDPE,37.7,3.39,40.07,46.39,10,4.18,6.32,0.0,Normal
2025-09-19,Kibugu-Nguviu,C,4489.5,972.1,32,PVC,677.0,7.46,44.52,47.02,5,0.99,2.5,0.0,Normal
2025-09-19,Embu Green,C,1854.4,1016.4,75,PVC,52.6,2.69,54.09,54.7,9,7.51,0.61,0.0,High Pressure
2025-09-19,Embu Green,C,395.4,1088.1,25,HDPE,785.5,5.32,40.43,35.88,6,7.16,-4.55,4.55,Normal
2025-09-19,Runyenjes East,G,4057.6,1172.7,40,PVC,251.8,3.93,40.82,40.02,7,2.65,-0.8,0.8,Normal
2025-09-19,Kibugu-Nguviu,G,2870.4,1180.0,40,PVC,249.1,9.15,50.56,50.67,1,5.37,0.11,0.0,High Pressure
2025-09-19,Runyenjes East,H,2316.6,1175.4,90,HDPE,642.9,6.57,34.27,33.2,9,4.7,-1.07,1.07,Normal
2025-09-20,Mwea Smallholder,A,3818.2,1170.9,25,PVC,647.4,4.09,38.13,48.8,6,3.35,10.67,0.0,Normal
2025-09-20,Runyenjes East,B,3299.2,1279.3,40,PVC,243.5,5.75,35.61,39.97,8,2.48,4.36,0.0,Normal
2025-09-20,Mwea Smallholder,H,3785.1,1324.5,40,PVC,237.9,2.22,40.17,38.47,10,2.09,-1.7,1.7,Normal
2025-09-20,Embu Green,B,2849.6,1267.5,75,PVC,378.7,2.23,30.55,35.52,10,3.71,4.97,0.0,Normal
2025-09-20,Mwea Smallholder,G,724.8,1205.8,63,PVC,585.4,3.53,39.48,39.23,9,6.6,-0.25,0.25,Normal
2025-09-20,Embu Green,A,1586.1,1269.0,63,PVC,639.7,4.3,29.86,21.69,2,2.46,-8.17,8.17,Normal
